lon,lat,owner,watershed,type,form
-92.02958518,30.21897972,CITY-ROW,COFFEE BLUFF,CURB INLET,
-92.02957737,30.2254985,CITY-ROW,CASEY SOUTH,GRATE INLET,
-92.02954501,30.23676474,CITY-ROW,ST. AUGUSTINE CREEK,CURB INLET,
-92.02952639,30.22969418,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02949052,30.233313,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02948432,30.22535995,CITY-ROW,WILSHIRE,CURB INLET,
-92.02945745,30.22138711,CITY-ROW,HORSESHOE,CURB INLET,
-92.02945728,30.2185932,CITY-ROW,CHIPPEWA,CURB INLET,
-92.02943878,30.21482347,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02941348,30.23254183,CITY-ROW,CASEY NORTH,CURB INLET,
-92.02941234,30.2213229,CITY-ROW,,CURB INLET,
-92.02940635,30.21853201,CITY-ROW,CASEY NORTH,CURB INLET,
-92.02940062,30.23331132,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02936362,30.23614378,CITY-ROW,WINDSOR,CURB INLET,
-92.02931019,30.22543628,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02931019,30.22543628,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02930608,30.21471138,CITY-ROW,BILBO BASIN,CURB INLET,
-92.02929994,30.21458091,CITY-ROW,CHIPPEWA,GRATE INLET,
-92.02926766,30.22266254,CITY-ROW,CASEY SOUTH,GRATE INLET,
-92.02926015,30.22660914,CITY-ROW,CASEY NORTH,CURB INLET,
-92.02918826,30.23712285,CITY-ROW,CASEY NORTH,CURB INLET,
-92.02917724,30.23672013,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.0291287,30.22273846,CITY-ROW,HORSESHOE,CURB INLET,
-92.02911119,30.22551467,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02903698,30.22239056,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02902739,30.21548714,CITY-ROW,PLACENTIA,CURB INLET,
-92.02897309,30.22581257,CITY-ROW,BILBO BASIN,CURB INLET,
-92.02897089,30.23669401,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02895974,30.21554001,CITY-ROW,LITTLE OGEECHEE,CURB INLET,
-92.02893934,30.2371034,CITY-ROW,ST. AUGUSTINE CREEK,CURB INLET,
-92.02892623,30.22080714,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.0289059,30.23018619,CITY-ROW,FELL STREET,GRATE INLET,
-92.02886267,30.21514331,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02885812,30.2256449,CITY-ROW,CASEY SOUTH,GRATE INLET,
-92.02884464,30.23609973,CITY-ROW,WILSHIRE,CURB INLET,
-92.02883111,30.22086373,CITY-ROW,COFFEE BLUFF,CURB INLET,
-92.02881842,30.23005954,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02879974,30.23023806,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02878879,30.21783482,CITY-ROW,BILBO BASIN,CURB INLET,
-92.02877438,30.23666115,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02873166,30.21904727,CITY-ROW,CASEY NORTH,CURB INLET,
-92.02871541,30.21376121,CITY-ROW,BILBO BASIN,CURB INLET,
-92.02871529,30.21787781,CITY-ROW,CHIPPEWA,CURB INLET,
